text,label_str,label,text_length,word_count,text_original,changed,label_id
i know that i love what i do but struggle with feeling content and balanced,joy,2,75,15,i know that i love what i do but struggle with feeling content and balanced,False,2
i just wanted to write this post because i m sure like myself there are many of us struggling with the same problem feeling deprived and isolated on such a restricted program but i hope you realize that you are doing it to yourself and you don t have to feel that way at all,sadness,4,274,55,i just wanted to write this post because i m sure like myself there are many of us struggling with the same problem feeling deprived and isolated on such a restricted program but i hope you realize that you are doing it to yourself and you don t have to feel that way at all,False,4
i feel even more disturbed by that than what happened prior to me going to sleep,sadness,4,80,16,i feel even more disturbed by that than what happened prior to me going to sleep,False,4
when i found out that i had passed the last two exams by a margin of three marks,joy,2,80,18,when i found out that i had passed the last two exams by a margin of three marks,False,2
i feel like my life has been taken over by a video game and im doomed to repeat the same set of circumstances over and over again until i collect all of the special powers knowledge and treasures to finally advance me to the next level,sadness,4,235,46,i feel like my life has been taken over by a video game and im doomed to repeat the same set of circumstances over and over again until i collect all of the special powers knowledge and treasures to finally advance me to the next level,False,4
i suspect i was also dealing with caffeine withdrawal but i think i have now figured out a system of eating which works well for me and i feel fab,joy,2,146,30,i suspect i was also dealing with caffeine withdrawal but i think i have now figured out a system of eating which works well for me and i feel fab,False,2
i feel like i have gotten rejected by him over and over again from the time i have met him,sadness,4,90,20,i feel like i have gotten rejected by him over and over again from the time i have met him,False,4
i forgive myself for accepting and allowing myself to have the feeling that i am going to get punished for doing something wrong,sadness,4,128,23,i forgive myself for accepting and allowing myself to have the feeling that i am going to get punished for doing something wrong,False,4
i was feeling a little longing for paris this week so i did what every artist does,love,3,82,17,i was feeling a little longing for paris this week so i did what every artist does,False,3
i feel bashful discussing it i m a closet gamer if you will and yet millions of people from all around the world are doing the same thing,fear,1,137,28,i feel bashful discussing it i m a closet gamer if you will and yet millions of people from all around the world are doing the same thing,False,1
i have been feeling restless and not quite grounded,fear,1,51,9,i have been feeling restless and not quite grounded,False,1
i feel which is glamorous and my little lacy bottoms have a tiny g string underneath,joy,2,84,16,i feel which is glamorous and my little lacy bottoms have a tiny g string underneath,False,2
i feel the gentle press of the seed through the soil,love,3,52,11,i feel the gentle press of the seed through the soil,False,3
i like this photo of myself because i feel that i look more elegant in indian clothes,joy,2,85,17,i like this photo of myself because i feel that i look more elegant in indian clothes,False,2
i lay reading by headlamp and feeling the tent shaken as if by a giant hand,fear,1,75,16,i lay reading by headlamp and feeling the tent shaken as if by a giant hand,False,1
i suppose its only natural to squeeze every half hour out of the last five days to spend the time with family making memories and with friends promising more but it feels like someone elses life in a numb way,sadness,4,208,40,i suppose its only natural to squeeze every half hour out of the last five days to spend the time with family making memories and with friends promising more but it feels like someone elses life in a numb way,False,4
i always feel reassured after my appts,joy,2,38,7,i always feel reassured after my appts,False,2
im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it,fear,1,112,23,im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it,False,1
i diss a bag only when i m feeling grouchy because of the lack of any inspiration whatsoever when it comes to fug bags but today i m not grouchy and it still sets me of which means this is a big deal,anger,0,199,43,i diss a bag only when i m feeling grouchy because of the lack of any inspiration whatsoever when it comes to fug bags but today i m not grouchy and it still sets me of which means this is a big deal,False,0
i feel better now,joy,2,17,4,i feel better now,False,2
i spend a lot of time feeling disappointed with myself for not doing a better job at attaining my goals,sadness,4,103,20,i spend a lot of time feeling disappointed with myself for not doing a better job at attaining my goals,False,4
i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,sadness,4,104,17,i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,False,4
im starting to feel a bit jaded,sadness,4,31,7,im starting to feel a bit jaded,False,4
i was constantly amazed by the world building maybe because it came hand in hand with the gripping pace in the books i feel like there are your sections devoted to character your sections devoted to world building and specific small sections devoted to plot,love,3,257,45,i was constantly amazed by the world building maybe because it came hand in hand with the gripping pace in the books i feel like there are your sections devoted to character your sections devoted to world building and specific small sections devoted to plot,False,3
i get really frustrated whenever i talk with them i also feel compassionate toward them because they believe so passionately in things that are just dead wrong and frankly dont make sense,love,3,187,32,i get really frustrated whenever i talk with them i also feel compassionate toward them because they believe so passionately in things that are just dead wrong and frankly dont make sense,False,3
i can really spend some time wit him soon and feel loved again,love,3,62,13,i can really spend some time wit him soon and feel loved again,False,3
i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,joy,2,186,36,i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,False,2
i was so busy analysing what s wrong that i end up feeling bitter with the things that makes me happy before,anger,0,108,22,i was so busy analysing what s wrong that i end up feeling bitter with the things that makes me happy before,False,0
i think i must have caught a mild version of big as cold as i had the sniffles and was just not feeling inspired,joy,2,112,24,i think i must have caught a mild version of big as cold as i had the sniffles and was just not feeling inspired,False,2
i can feel from here beloved your fragrance,love,3,43,8,i can feel from here beloved your fragrance,False,3
i feel romantic feelings in my soul and begging to god make u me ur love me ur feeling me ur soul me i wanna to hear the beat of heart by u for me ever if u wanna so otherwise i am nothing without u,love,3,198,46,i feel romantic feelings in my soul and begging to god make u me ur love me ur feeling me ur soul me i wanna to hear the beat of heart by u for me ever if u wanna so otherwise i am nothing without u,False,3
i feel a little abused about this whole situation,sadness,4,49,9,i feel a little abused about this whole situation,False,4
i find it unloving and unkind to our bodies and only makes us feel like we re being punished for something,sadness,4,106,21,i find it unloving and unkind to our bodies and only makes us feel like we re being punished for something,False,4
i would not be bragging about what amounts to a b but i feel very triumphant about it because i had such a struggle in algebra before and would have been thrilled to get a b then,joy,2,178,37,i would not be bragging about what amounts to a b but i feel very triumphant about it because i had such a struggle in algebra before and would have been thrilled to get a b then,False,2
i feel totally disillusioned with med school with london but most especially with my uni,sadness,4,88,15,i feel totally disillusioned with med school with london but most especially with my uni,False,4
i dont really know why im bothering to do my homework but i get the feeling that it will be in vain,sadness,4,99,22,i dont really know why im bothering to do my homework but i get the feeling that it will be in vain,False,4
i would really love to be with him but not as a friend and not because he feels guilty or sorry for me,sadness,4,102,23,i would really love to be with him but not as a friend and not because he feels guilty or sorry for me,False,4
i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,anger,0,100,20,i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,False,0
i feel his love and blessings as i meet loving supportive people as im inspired to write new songs and as my life unfolds before me,love,3,131,26,i feel his love and blessings as i meet loving supportive people as im inspired to write new songs and as my life unfolds before me,False,3
i hurt so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless,sadness,4,110,23,i hurt so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless,False,4
i feel like a cold object with no identity,anger,0,42,9,i feel like a cold object with no identity,False,0
i act as head of family when he is far too young for this and making sasuke feel that he has to support her instead of her supporting him which by right should be her duty because she is the mother and he is the child and he is fatally ill and not she,joy,2,251,54,i act as head of family when he is far too young for this and making sasuke feel that he has to support her instead of her supporting him which by right should be her duty because she is the mother and he is the child and he is fatally ill and not she,False,2
i feel as if i am completely worthless,sadness,4,38,8,i feel as if i am completely worthless,False,4
i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,joy,2,126,23,i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,False,2
i feel agitated right on through,fear,1,32,6,i feel agitated right on through,False,1
i would sometimes feel awkward talking to my brothers or mum if i dont see them for awhile,sadness,4,90,18,i would sometimes feel awkward talking to my brothers or mum if i dont see them for awhile,False,4
i didnt feel anything more than casual thoughts like hes a jerk or wow shes psycho,joy,2,82,16,i didnt feel anything more than casual thoughts like hes a jerk or wow shes psycho,False,2
i know is that by the end of the reception i was feeling a little left out so when chris asked me to dance i was thrilled to accept,joy,2,131,29,i know is that by the end of the reception i was feeling a little left out so when chris asked me to dance i was thrilled to accept,False,2
i feel charming today and dont really want to be a part of what im supposed to be a part of tonight,joy,2,99,22,i feel charming today and dont really want to be a part of what im supposed to be a part of tonight,False,2
i woke up this morning after hours of interrupted sleep feeling lousy mostly my legs,sadness,4,84,15,i woke up this morning after hours of interrupted sleep feeling lousy mostly my legs,False,4
i hardly feel deprived,sadness,4,22,4,i hardly feel deprived,False,4
i feel privileged in my world,joy,2,29,6,i feel privileged in my world,False,2
im feeling so guilty helpless and hopeless,sadness,4,42,7,im feeling so guilty helpless and hopeless,False,4
i feel this feeling when i am to fill in a questionnaire or a form,anger,0,66,15,i feel this feeling when i am to fill in a questionnaire or a form,False,0
i feel hesitant because i don t want to put too much stock in the possibility that maybe today marks the end of a hard year and the start of one that might be better,fear,1,165,35,i feel hesitant because i don t want to put too much stock in the possibility that maybe today marks the end of a hard year and the start of one that might be better,False,1
i just hate to feel unhappy emotions,sadness,4,36,7,i just hate to feel unhappy emotions,False,4
i take a long sip and feel the cold sensation of the iced capp,anger,0,62,14,i take a long sip and feel the cold sensation of the iced capp,False,0
i feel sorry for rafael bosch,sadness,4,29,6,i feel sorry for rafael bosch,False,4
i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,joy,2,139,27,i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,False,2
i glimpse at his clarity when he takes the reigns i can feel the calm,joy,2,69,15,i glimpse at his clarity when he takes the reigns i can feel the calm,False,2
i feel really honored that i could experience the brazilian public healthcare system from the inside,joy,2,100,16,i feel really honored that i could experience the brazilian public healthcare system from the inside,False,2
i don t really feel all that bothered by it to be honest,anger,0,56,13,i don t really feel all that bothered by it to be honest,False,0
i only want to write here when i am feeling unhappy,sadness,4,51,11,i only want to write here when i am feeling unhappy,False,4
i sure feel triumphant lately,joy,2,29,5,i sure feel triumphant lately,False,2
i am feeling terribly mellow today sitting in bed looking out the window at the red orange green brown trees outside my window listening to norah jones and reading stuff,joy,2,169,30,i am feeling terribly mellow today sitting in bed looking out the window at the red orange green brown trees outside my window listening to norah jones and reading stuff,False,2
i feel irritable and low but i just cannot put my finger on what exactly i am unhappy about,anger,0,91,19,i feel irritable and low but i just cannot put my finger on what exactly i am unhappy about,False,0
i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,fear,1,258,55,i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,False,1
i miss our talks our cuddling our kissing and the feelings that you can only share with your beloved,joy,2,100,19,i miss our talks our cuddling our kissing and the feelings that you can only share with your beloved,False,2
when there was a possibility of getting on better in professional life i valorized very much this aspect people showed me this possibility,joy,2,138,23,when there was a possibility of getting on better in professional life i valorized very much this aspect people showed me this possibility,False,2
i didnt feel humiliated,sadness,4,23,4,i didnt feel humiliated,False,4
i am feeling spiteful,anger,0,21,4,i am feeling spiteful,False,0
i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,joy,2,150,26,i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,False,2
i feel like i would order carryout from if i lived in the area i am still curious to try some of their other tacos,surprise,5,114,25,i feel like i would order carryout from if i lived in the area i am still curious to try some of their other tacos,False,5
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,sadness,4,169,35,i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,False,4
i have still been feeling numb i cant feel myself chewing or swallowing food,sadness,4,76,14,i have still been feeling numb i cant feel myself chewing or swallowing food,False,4
i glimpsed a visitor but i could feel it was disturbed somehow whether mad or confused or something similar,sadness,4,107,19,i glimpsed a visitor but i could feel it was disturbed somehow whether mad or confused or something similar,False,4
im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,anger,0,198,40,im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,False,0
i feel so stupid to think they will trust me,sadness,4,44,10,i feel so stupid to think they will trust me,False,4
i find myself to pick a draw i somehow have the feeling that heung min son has something special in store for us,joy,2,112,23,i find myself to pick a draw i somehow have the feeling that heung min son has something special in store for us,False,2
ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,sadness,4,166,29,ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,False,4
i feel defeated knowing that i cant be like them and that it is because of myself and the things that i have felt that i cant attain great success like them,sadness,4,156,32,i feel defeated knowing that i cant be like them and that it is because of myself and the things that i have felt that i cant attain great success like them,False,4
i feel like im worthless,sadness,4,24,5,i feel like im worthless,False,4
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,fear,1,211,43,i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,False,1
i feel like im doomed until he returns,sadness,4,38,8,i feel like im doomed until he returns,False,4
i feel so fucked up these days,anger,0,30,7,i feel so fucked up these days,False,0
i feel absolutely amazing,surprise,5,25,4,i feel absolutely amazing,False,5
i wasnt feeling like going on easter holidays i dont even know why at least i hope these days can be very productive for me,joy,2,123,25,i wasnt feeling like going on easter holidays i dont even know why at least i hope these days can be very productive for me,False,2
i could feel my feet getting agitated once i got to the metropolitan pavilion,anger,0,77,14,i could feel my feet getting agitated once i got to the metropolitan pavilion,False,0
i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved,sadness,4,241,44,i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved,False,4
i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me,joy,2,163,33,i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me,False,2
i was left feeling a little disheartened,sadness,4,40,7,i was left feeling a little disheartened,False,4
i used to always throw out twd as an example of dual excellence whenever anyone would defend some tedious issue superhero story but recently i feel like the single issues are suffering a bit,sadness,4,190,34,i used to always throw out twd as an example of dual excellence whenever anyone would defend some tedious issue superhero story but recently i feel like the single issues are suffering a bit,False,4
i started to feel some dull cramps that lasted for about two hours i thought maybe the babies didnt like mexican which is cray cray because its my favorite,sadness,4,155,29,i started to feel some dull cramps that lasted for about two hours i thought maybe the babies didnt like mexican which is cray cray because its my favorite,False,4
i feel angered by this,anger,0,22,5,i feel angered by this,False,0
i was feeling a bit jaded combination of mixed up feelings not enough sleep and too many big screen presentations i think,sadness,4,121,22,i was feeling a bit jaded combination of mixed up feelings not enough sleep and too many big screen presentations i think,False,4
ive just been told that i should feel more remorseful about the whole thing and that i should hang my head low for a long while because im pond scum,sadness,4,148,30,ive just been told that i should feel more remorseful about the whole thing and that i should hang my head low for a long while because im pond scum,False,4
i still feel tortured by feelings or thoughts or memories,fear,1,57,10,i still feel tortured by feelings or thoughts or memories,False,1
i feel so uncertain about everything right now,fear,1,46,8,i feel so uncertain about everything right now,False,1
i got inside it was so warm compared to the outside temp that my survivor man skills kicked in and i stripped down to my base layers to avoid feeling cold when i got back outside,anger,0,178,36,i got inside it was so warm compared to the outside temp that my survivor man skills kicked in and i stripped down to my base layers to avoid feeling cold when i got back outside,False,0
i just want to feel numb nothing an emotionless day if you will,sadness,4,63,13,i just want to feel numb nothing an emotionless day if you will,False,4
i know im making a big deal out of it but i feel quite shocked that i can drive,surprise,5,79,19,i know im making a big deal out of it but i feel quite shocked that i can drive,False,5
i imagine that in the end it might feel like you do about not fully loving,love,3,74,16,i imagine that in the end it might feel like you do about not fully loving,False,3
i feel determined this time though,joy,2,34,6,i feel determined this time though,False,2
im feeling scared and the rage filled im mad at me,fear,1,50,11,im feeling scared and the rage filled im mad at me,False,1
i feel is he generous,love,3,21,5,i feel is he generous,False,3
i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,fear,1,127,25,i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,False,1
i feel confident around him and i am always there if he needs help,joy,2,66,14,i feel confident around him and i am always there if he needs help,False,2
i really do what i feel like doing about of the time they get mad,anger,0,65,15,i really do what i feel like doing about of the time they get mad,False,0
i would feel a violent stab of loneliness,anger,0,41,8,i would feel a violent stab of loneliness,False,0
i was upset and feeling weepy my mom wanted me to drink a mainstream caffeinated tea that she thought would help me feel calmer and more relaxed,sadness,4,144,27,i was upset and feeling weepy my mom wanted me to drink a mainstream caffeinated tea that she thought would help me feel calmer and more relaxed,False,4
i remember that i moved them but i cant remember where and i feel so foolish,sadness,4,76,16,i remember that i moved them but i cant remember where and i feel so foolish,False,4
i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,sadness,4,172,31,i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,False,4
i woke on saturday feeling a little brighter and was very keen to get outdoors after spending all day friday wallowing in self pity,joy,2,131,24,i woke on saturday feeling a little brighter and was very keen to get outdoors after spending all day friday wallowing in self pity,False,2
i will feel better for a while that i will find my voice again for a while and that my physical body will continue to deteriorate,joy,2,129,26,i will feel better for a while that i will find my voice again for a while and that my physical body will continue to deteriorate,False,2
im feeling kinda shaky my mind is full of doubt good luck love you,fear,1,66,14,im feeling kinda shaky my mind is full of doubt good luck love you,False,1
i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen,anger,0,169,32,i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen,False,0
i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,sadness,4,191,35,i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,False,4
i feel irritated and helpless,anger,0,29,5,i feel irritated and helpless,False,0
i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now,sadness,4,137,29,i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now,False,4
im feeling wimpy and whiny and generally tired,fear,1,46,8,im feeling wimpy and whiny and generally tired,False,1
i would call success and i was feeling pretty depressed about the state of clothes,sadness,4,82,15,i would call success and i was feeling pretty depressed about the state of clothes,False,4
i cant stop feeling delighted with myself,joy,2,41,7,i cant stop feeling delighted with myself,False,2
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,anger,0,88,15,i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,False,0
i almost started to feel like wimpy from the popeye cartoons,fear,1,60,11,i almost started to feel like wimpy from the popeye cartoons,False,1
i know how that feels hermione said in a surprisingly sympathetic voice,love,3,71,12,i know how that feels hermione said in a surprisingly sympathetic voice,False,3
i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,sadness,4,89,18,i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,False,4
i feel very disgusted by that i cant tolerated her actions anymore by writing this post,anger,0,87,16,i feel very disgusted by that i cant tolerated her actions anymore by writing this post,False,0
i simply said how sorry i am and just got out from her car and got into my house feeling restless,fear,1,97,21,i simply said how sorry i am and just got out from her car and got into my house feeling restless,False,1
i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,fear,1,124,20,i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,False,1
i feel suck mad and sad,anger,0,23,6,i feel suck mad and sad,False,0
i didn t feel very festive during christmas week,joy,2,48,9,i didn t feel very festive during christmas week,False,2
i know and i am eternally torned about it because i feel helpless and useless,sadness,4,77,15,i know and i am eternally torned about it because i feel helpless and useless,False,4
i chefs are all so friendly and make you feel valued,joy,2,52,11,i chefs are all so friendly and make you feel valued,False,2
i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore,joy,2,266,51,i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore,False,2
i murakami but the first that i feel captures what makes him so beloved by his fans,joy,2,83,17,i murakami but the first that i feel captures what makes him so beloved by his fans,False,2
i feel like i liked it but at the same time i feel let down,love,3,59,15,i feel like i liked it but at the same time i feel let down,False,3
i still feel a bit stunned and i suppose i should be racked with regret and shame,surprise,5,81,17,i still feel a bit stunned and i suppose i should be racked with regret and shame,False,5
i keep seeing facebook updates of friends who get to go and i am feeling rather envious,anger,0,87,17,i keep seeing facebook updates of friends who get to go and i am feeling rather envious,False,0
i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,fear,1,128,26,i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,False,1
i was snapping at everybody and feeling very grumpy in general,anger,0,62,11,i was snapping at everybody and feeling very grumpy in general,False,0
i could have just kept going but i could tell that she was feeling really defeated and needed a friend,sadness,4,102,20,i could have just kept going but i could tell that she was feeling really defeated and needed a friend,False,4
i feel poisoned and tortured by this room,fear,1,41,8,i feel poisoned and tortured by this room,False,1
i feel so squeezed hate this feeling thats why i dont really like squeezing on buses or in the mrt unless im with people which wont be that bad as compared as being alone,sadness,4,170,34,i feel so squeezed hate this feeling thats why i dont really like squeezing on buses or in the mrt unless im with people which wont be that bad as compared as being alone,False,4
i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,surprise,5,263,48,i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,False,5
i pay attention it deepens into a feeling of being invaded and helpless,fear,1,71,13,i pay attention it deepens into a feeling of being invaded and helpless,False,1
i feel as if im a doomed to fail b setting myself up to think that im doomed to fail,sadness,4,84,20,i feel as if im a doomed to fail b setting myself up to think that im doomed to fail,False,4
i do find myself confused when i feel no pain and when my pain becomes resigned understanding a warm memory of a beautiful girl locked away for no one to ruin to taint,sadness,4,167,33,i do find myself confused when i feel no pain and when my pain becomes resigned understanding a warm memory of a beautiful girl locked away for no one to ruin to taint,False,4
i feel numb the end of the world as we know it and i feel numb a href http leslielandberg,sadness,4,89,20,i feel numb the end of the world as we know it and i feel numb a href http leslielandberg,False,4
im not sure if anyone else is like this but especially when im feeling low i dont particularly want to wear vintage clothing,sadness,4,124,23,im not sure if anyone else is like this but especially when im feeling low i dont particularly want to wear vintage clothing,False,4
i feel like im being punished and it makes me sad stressed worried,sadness,4,66,13,i feel like im being punished and it makes me sad stressed worried,False,4
i get the feeling that my supervising teacher is overwhelmed and may have too many students,fear,1,91,16,i get the feeling that my supervising teacher is overwhelmed and may have too many students,False,1
i feel humiliated at her apartment i came here to this family i feel stuckin this life and go the hell i do not want to be more present in my life,sadness,4,146,32,i feel humiliated at her apartment i came here to this family i feel stuckin this life and go the hell i do not want to be more present in my life,False,4
i feel especially thankful,joy,2,26,4,i feel especially thankful,False,2
i feel an eager anticipation,joy,2,28,5,i feel an eager anticipation,False,2
i did take a surprise two hour nap this afternoon though and woke up feeling not as exhausted as i did this morning so maybe thats a good sign,sadness,4,142,29,i did take a surprise two hour nap this afternoon though and woke up feeling not as exhausted as i did this morning so maybe thats a good sign,False,4
i guess i feel insecure and anxious,fear,1,35,7,i guess i feel insecure and anxious,False,1
i feel like the apothecary in romeo and juliet an unfortunate comparison perhaps,sadness,4,80,13,i feel like the apothecary in romeo and juliet an unfortunate comparison perhaps,False,4
i feel like hes so smart so i can converse many things with him share everything that i wanna share and ask his opinion about whatever,joy,2,134,26,i feel like hes so smart so i can converse many things with him share everything that i wanna share and ask his opinion about whatever,False,2
ive done so much reading but i feel like im being paranoid by doing all this extra stuff since no one seems to,fear,1,110,23,ive done so much reading but i feel like im being paranoid by doing all this extra stuff since no one seems to,False,1
ive been reading her blog for years now and i feel like shes my most faithful reader here,joy,2,89,18,ive been reading her blog for years now and i feel like shes my most faithful reader here,False,2
i feel your frustration but it s time to calm the hell down,joy,2,59,13,i feel your frustration but it s time to calm the hell down,False,2
i feel freakishly optimistic which really runs against my natural character,joy,2,75,11,i feel freakishly optimistic which really runs against my natural character,False,2
id been feeling so smug about not catching what had been going around,joy,2,69,13,id been feeling so smug about not catching what had been going around,False,2
im feeling in my heart to make my list of things that i am thankful for,joy,2,71,16,im feeling in my heart to make my list of things that i am thankful for,False,2
im actually going to try again this month because i had a lot of my mind in june and i think that led to me feeling a bit lethargic so fingers crossed ill do better this time,sadness,4,174,37,im actually going to try again this month because i had a lot of my mind in june and i think that led to me feeling a bit lethargic so fingers crossed ill do better this time,False,4
i find it may be a way for me to release my feelings so that i am not troubled when i face the one who has punished my family,sadness,4,125,29,i find it may be a way for me to release my feelings so that i am not troubled when i face the one who has punished my family,False,4
i feel like i got in at that sweet spot before everyone realizes how messed up everything really is,love,3,99,19,i feel like i got in at that sweet spot before everyone realizes how messed up everything really is,False,3
i just feel its one of those things you dont talk about too much because then too many people come to know and then the plan doesnt taste as sweet nor does it feel like a plan,love,3,175,37,i just feel its one of those things you dont talk about too much because then too many people come to know and then the plan doesnt taste as sweet nor does it feel like a plan,False,3
i began training in january or at least mentally preparing myself to train and can remember specifically feeling apprehensive about the running a spring marathon,fear,1,161,25,i began training in january or at least mentally preparing myself to train and can remember specifically feeling apprehensive about the running a spring marathon,False,1
i feel anything for relationships the doomed one,sadness,4,48,8,i feel anything for relationships the doomed one,False,4
i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media,joy,2,257,52,i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media,False,2
i love the museums there and although i love art i feel very dumb not knowing all of these paintings,sadness,4,100,20,i love the museums there and although i love art i feel very dumb not knowing all of these paintings,False,4
i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,sadness,4,134,25,i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,False,4
i was measuring a week big and that was enough to just make me feel lousy about myself,sadness,4,86,18,i was measuring a week big and that was enough to just make me feel lousy about myself,False,4
i started feeling my left arm aching,sadness,4,36,7,i started feeling my left arm aching,False,4
i feel much gratitude and thanks for finally after months and days i get to know my beloved deedee is fine,love,3,106,21,i feel much gratitude and thanks for finally after months and days i get to know my beloved deedee is fine,False,3
i feel while im running im sure i look like im having a stroke or something,joy,2,75,16,i feel while im running im sure i look like im having a stroke or something,False,2
i feel a bit relieved,joy,2,21,5,i feel a bit relieved,False,2
i feel i cant talk move sometimes even breath with the fear of some kind of rude hateful comment,anger,0,96,19,i feel i cant talk move sometimes even breath with the fear of some kind of rude hateful comment,False,0
i tell the people closest to me things that i am feeling and its as if they arent surprised because theyd known it all along,surprise,5,124,25,i tell the people closest to me things that i am feeling and its as if they arent surprised because theyd known it all along,False,5
im feeling today i was successful,joy,2,33,6,im feeling today i was successful,False,2
i feel more confident already a href http johnnykaje,joy,2,52,9,i feel more confident already a href http johnnykaje,False,2
im feeling easily irritable lately too,anger,0,38,6,im feeling easily irritable lately too,False,0
i feel regretful about which i ll keep to myself today if you please,sadness,4,68,14,i feel regretful about which i ll keep to myself today if you please,False,4
i seem to share an equal passion for long distance touring and harley davidsons so i feel sure wed bore to tears every person within earshot,joy,2,140,26,i seem to share an equal passion for long distance touring and harley davidsons so i feel sure wed bore to tears every person within earshot,False,2
